Symptom_CUI	Symptom_Name	Gene_Symbol	Source
C0023380	Lethargy	NDUFS1	DisGeNet
C0023380	Lethargy	ACADVL	DisGeNet
C0023380	Lethargy	NFU1	DisGeNet
C0023380	Lethargy	PDHA1	DisGeNet
C0023380	Lethargy	CPT2	DisGeNet
C0023380	Lethargy	NDUFV2	DisGeNet
C0023380	Lethargy	NDUFAF4	DisGeNet
C0023380	Lethargy	CPT1A	DisGeNet
C0023380	Lethargy	SLC25A15	DisGeNet
C0023380	Lethargy	CPS1	DisGeNet
C0023380	Lethargy	ACADM	DisGeNet
C0023380	Lethargy	ATG7	DisGeNet
C0023380	Lethargy	NDUFS2	DisGeNet
C0023380	Lethargy	AVP	DisGeNet
C0023380	Lethargy	MUT	DisGeNet
C0023380	Lethargy	NDUFS3	DisGeNet
C0023380	Lethargy	DBT	DisGeNet
C0023380	Lethargy	NDUFB9	DisGeNet
C0023380	Lethargy	PAX8	DisGeNet
C0023380	Lethargy	KCNJ11	DisGeNet
C0023380	Lethargy	PCCB	DisGeNet
C0023380	Lethargy	NDUFS4	DisGeNet
C0023380	Lethargy	NDUFAF3	DisGeNet
C0023380	Lethargy	BTD	DisGeNet
C0023380	Lethargy	CYP24A1	DisGeNet
C0023380	Lethargy	ATG5	DisGeNet
C0023380	Lethargy	ASPA	DisGeNet
C0023380	Lethargy	TCN2	DisGeNet
C0023380	Lethargy	ASS1	DisGeNet
C0023380	Lethargy	ASL	DisGeNet
C0023380	Lethargy	EIF2B4	DisGeNet
C0023380	Lethargy	SLC25A20	DisGeNet
C0023380	Lethargy	EIF2B3	DisGeNet
C0023380	Lethargy	EIF2B5	DisGeNet
C0023380	Lethargy	ABCC8	DisGeNet
C0023380	Lethargy	HNF1A	DisGeNet
C0023380	Lethargy	SLC39A4	DisGeNet
C0023380	Lethargy	EIF2B2	DisGeNet
C0023380	Lethargy	FOXRED1	DisGeNet
C0023380	Lethargy	SLC19A2	DisGeNet
C0023380	Lethargy	OTC	DisGeNet
C0023380	Lethargy	SLC22A5	DisGeNet
C0023380	Lethargy	AMT	DisGeNet
C0023380	Lethargy	DPYS	DisGeNet
C0023380	Lethargy	GK	DisGeNet
C0023380	Lethargy	ABCD4	DisGeNet
C0023380	Lethargy	NDUFB3	DisGeNet
C0023380	Lethargy	GCSH	DisGeNet
C0023380	Lethargy	IVD	DisGeNet
C0023380	Lethargy	HNF4A	DisGeNet
C0023380	Lethargy	ABAT	DisGeNet
C0023380	Lethargy	NDUFAF1	DisGeNet
C0023380	Lethargy	ACADS	DisGeNet
C0023380	Lethargy	NDUFS6	DisGeNet
C0023380	Lethargy	HLCS	DisGeNet
C0023380	Lethargy	MTRR	DisGeNet
C0023380	Lethargy	IL1B	DisGeNet
C0023380	Lethargy	RMND1	DisGeNet
C0023380	Lethargy	GLDC	DisGeNet
C0023380	Lethargy	UCP2	DisGeNet
C0023380	Lethargy	NDUFA1	DisGeNet
C0023380	Lethargy	DPYD	DisGeNet
C0023380	Lethargy	MMADHC	DisGeNet
C0023380	Lethargy	SLC5A5	DisGeNet
C0023380	Lethargy	CA5A	DisGeNet
C0023380	Lethargy	EIF2B1	DisGeNet
C0023380	Lethargy	PCCA	DisGeNet
C0023380	Lethargy	BCKDHB	DisGeNet
C0023380	Lethargy	GCH1	DisGeNet
C0023380	Lethargy	FBP1	DisGeNet
C0023380	Lethargy	DLD	DisGeNet
C0023380	Lethargy	ALDOB	DisGeNet
C0023380	Lethargy	BCKDHA	DisGeNet
C0023380	Lethargy	MMACHC	DisGeNet
C0023380	Lethargy	MRPS16	DisGeNet
C0023380	Lethargy	NDUFV1	DisGeNet
C0750937	Appendicular ataxia	ATXN10	DisGeNet
C0750937	Appendicular ataxia	AFG3L2	DisGeNet
C0750937	Appendicular ataxia	SETX	DisGeNet
C0750937	Appendicular ataxia	ATXN3	DisGeNet
C0750937	Appendicular ataxia	WWOX	DisGeNet
C0750937	Appendicular ataxia	ATXN1	DisGeNet
C0750937	Appendicular ataxia	NOP56	DisGeNet
C0750937	Appendicular ataxia	SYNE1	DisGeNet
C0750937	Appendicular ataxia	SLC9A1	DisGeNet
C0750937	Appendicular ataxia	PDYN	DisGeNet
C0750937	Appendicular ataxia	ATXN2	DisGeNet
C0750937	Appendicular ataxia	KCNC3	DisGeNet
C0750937	Appendicular ataxia	ABCD1	DisGeNet
C0750937	Appendicular ataxia	POLG	DisGeNet
C0750937	Appendicular ataxia	CLCN2	DisGeNet
C0750937	Appendicular ataxia	APTX	DisGeNet
C0750937	Appendicular ataxia	SPTBN2	DisGeNet
C0750937	Appendicular ataxia	EEF2	DisGeNet
C0750937	Appendicular ataxia	ANO10	DisGeNet
C0750937	Appendicular ataxia	TBP	DisGeNet
C0750937	Appendicular ataxia	STUB1	DisGeNet
C0750937	Appendicular ataxia	MAN2B1	DisGeNet
C0750937	Appendicular ataxia	FXN	DisGeNet
C0750937	Appendicular ataxia	PRNP	DisGeNet
C0750937	Appendicular ataxia	KCND3	DisGeNet
C0017160	Inflammation of the mucous membrane of the stomach and bowel	LSP1	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	ICOSLG	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	RORC	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	FEN1	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	FENDRR	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	IL10	Disease-Connect|MalaCards
C0017160	Inflammation of the mucous membrane of the stomach and bowel	SYK	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	BACH2	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	DUSP5	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	RAD23BP1	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	GRB7	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	UBE2L3	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	TNFAIP3	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	CCDC85B	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	CD83	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	FLJ31356	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	RNASE3	MalaCards
C0017160	Inflammation of the mucous membrane of the stomach and bowel	MIR101-2	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	CD226	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	EIF2S2P3	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	MAFF	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	EPO	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	PTGER4	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	IGFBP2	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	IL2RA	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	HORMAD2	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	MIR146A	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	KPNA7	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	MIR4418	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	TNFSF8	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	CDKAL1	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	DNMT3B	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	CCL2	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	AUH	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	CDC37	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	GATD3A	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	MDH2	MalaCards
C0017160	Inflammation of the mucous membrane of the stomach and bowel	PDGFB	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	LPXN	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	CDH1	MalaCards
C0017160	Inflammation of the mucous membrane of the stomach and bowel	AOC3	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	PUS10	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	HHEX	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	HOXD10	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	IL1B	MalaCards
C0017160	Inflammation of the mucous membrane of the stomach and bowel	MAPKAPK2	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	FUT2	MalaCards
C0017160	Inflammation of the mucous membrane of the stomach and bowel	MTND4P6	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	RPS15AP15	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	ZNF831	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	TRIB1	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	IL5	MalaCards
C0017160	Inflammation of the mucous membrane of the stomach and bowel	MUC19	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	MIR106A	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	PNKD	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	MIR3939	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	CARD9	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	SNORD83B	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	TUBD1	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	MIR1237	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	CXCL2	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	RNASET2	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	BTF3L4P3	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	SMAD7	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	JAK2	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	THADA	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	PARK7	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	PTPN2	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	JUNB	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	ADCY3	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	TMED10	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	POP7	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	ADRA1B	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	IFNA1	MalaCards
C0017160	Inflammation of the mucous membrane of the stomach and bowel	DUSP16	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	ZNF300	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	ERAP2	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	SLC37A2	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	FOS	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	ITLN1	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	CTIF	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	NRIP1	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	COX6CP2	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	ZNF365	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	SLC9A4	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	NCOA7	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	MIR4791	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	ZGPAT	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	PSMA2P1	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	IRF8	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	IL4	MalaCards
C0017160	Inflammation of the mucous membrane of the stomach and bowel	LRRC32	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	TNFSF15	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	ANPEP	MalaCards
C0017160	Inflammation of the mucous membrane of the stomach and bowel	FOSL2	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	DMBT1	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	ZFP36L1	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	PRRT2	MalaCards
C0017160	Inflammation of the mucous membrane of the stomach and bowel	RGS14	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	SSPN	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	IL27	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	RBM26	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	C5orf56	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	SPRED2	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	CEBPA	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	RPS21P8	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	ATXN2L	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	TNF	MalaCards
C0017160	Inflammation of the mucous membrane of the stomach and bowel	TTR	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	NKX2-3	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	PRDX2P2	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	PPBP	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	ST7-OT3	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	GOT1	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	HDAC7	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	MST1	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	SAMD9L	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	SPINK4	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	IL23R	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	NOD2	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	TM9SF4	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	GPR35	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	NDFIP1	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	RPL39P28	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	CYCSP42	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	CD6	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	CUL2	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	PUSL1	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	MAP3K8	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	PHACTR2	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	LARP1BP3	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	ATP10B	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	IPMK	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	IFIH1	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	LINC00598	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	FUCA2	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	CRYBA2	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	TSPAN14	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	TMBIM1	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	ZBTB40	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	MIR3686	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	KIR3DL2	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	RPSAP64	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	IL6	MalaCards
C0017160	Inflammation of the mucous membrane of the stomach and bowel	ITLN2	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	EFEMP1	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	MAGOH3P	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	DAP	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	INTS11	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	STAT4	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	RPL6P17	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	CXCR5	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	CRTC3	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	SMURF1	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	FAP	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	FCGR2A	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	IL12B	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	PRKCB	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	PREP	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	HLA-DQA1	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	RIT1	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	DENND1B	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	HLA-DRB1	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	FIBP	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	PRM2	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	CTH	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	RPL13P2	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	STAT3	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	ZMIZ1	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	GPR183	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	LINC00861	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	C10orf55	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	IL18RAP	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	GSDMC	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	CXCL8	MalaCards
C0017160	Inflammation of the mucous membrane of the stomach and bowel	IKZF3	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	IKZF1	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	RPL23AP12	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	CEBPB	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	CRP	MalaCards
C0017160	Inflammation of the mucous membrane of the stomach and bowel	GPR65	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	SPATA48	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	SLC7A10	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	SMAD3	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	CCL11	MalaCards
C0017160	Inflammation of the mucous membrane of the stomach and bowel	TRAF3IP2-AS1	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	INAVA	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	BCAS2P3	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	ALDH7A1P4	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	F2RL1	DisGeNet
C0017160	Inflammation of the mucous membrane of the stomach and bowel	IFNG	Disease-Connect|MalaCards
C0017160	Inflammation of the mucous membrane of the stomach and bowel	CASP3P1	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	SLC22A11	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	CCL7	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	CYP2C18	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	ZFP36	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	PRDM1	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	HMGB3P25	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	INTS6P1	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	FCAR	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	ALB	MalaCards
C0017160	Inflammation of the mucous membrane of the stomach and bowel	LACTB	MalaCards
C0017160	Inflammation of the mucous membrane of the stomach and bowel	FGFR1OP2P1	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	CD40	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	ID1	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	RPL11P2	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	ARL2BPP4	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	EMSY	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	UBAC2	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	KIAA1109	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	CXCL5	Disease-Connect
C0017160	Inflammation of the mucous membrane of the stomach and bowel	PRM1	Disease-Connect
C0232943	Metromenorrhagia	GNAS	DisGeNet
C0232943	Metromenorrhagia	FGG	DisGeNet
C0232943	Metromenorrhagia	FGB	DisGeNet
C0232943	Metromenorrhagia	FGA	DisGeNet
C0043352	Absent salivary secretion	HSPG2	MalaCards
C0043352	Absent salivary secretion	SQSTM1	DisGeNet
C0043352	Absent salivary secretion	LPO	MalaCards
C0043352	Absent salivary secretion	PFN1	DisGeNet
C0043352	Absent salivary secretion	PON1	DisGeNet
C0043352	Absent salivary secretion	FGFR3	DisGeNet
C0043352	Absent salivary secretion	UBQLN2	DisGeNet
C0043352	Absent salivary secretion	EPHA4	DisGeNet
C0043352	Absent salivary secretion	CTGF	DisGeNet
C0043352	Absent salivary secretion	CHMP2B	DisGeNet
C0043352	Absent salivary secretion	ERBB4	DisGeNet
C0043352	Absent salivary secretion	FGFR2	DisGeNet
C0043352	Absent salivary secretion	PON2	DisGeNet
C0043352	Absent salivary secretion	LBR	DisGeNet
C0043352	Absent salivary secretion	NEFH	DisGeNet
C0043352	Absent salivary secretion	OPTN	DisGeNet
C0043352	Absent salivary secretion	DCTN1	DisGeNet
C0043352	Absent salivary secretion	DSPP	MalaCards
C0043352	Absent salivary secretion	TAC1	MalaCards
C0043352	Absent salivary secretion	FERMT1	DisGeNet
C0043352	Absent salivary secretion	SCN9A	DisGeNet
C0043352	Absent salivary secretion	B2M	DisGeNet
C0043352	Absent salivary secretion	CHRM3	MalaCards|DisGeNet
C0043352	Absent salivary secretion	PPARGC1A	DisGeNet
C0043352	Absent salivary secretion	IRF5	DisGeNet
C0043352	Absent salivary secretion	TP63	DisGeNet
C0043352	Absent salivary secretion	FIG4	DisGeNet
C0043352	Absent salivary secretion	CAV1	DisGeNet
C0043352	Absent salivary secretion	MATR3	DisGeNet
C0043352	Absent salivary secretion	NISCH	MalaCards
C0043352	Absent salivary secretion	HLA-DRB1	DisGeNet
C0043352	Absent salivary secretion	MIP	MalaCards
C0043352	Absent salivary secretion	AQP5	MalaCards
C0043352	Absent salivary secretion	SOD1	DisGeNet
C0043352	Absent salivary secretion	ATXN2	DisGeNet
C0043352	Absent salivary secretion	CSN1S1	MalaCards
C0043352	Absent salivary secretion	FGF10	MalaCards|DisGeNet
C0043352	Absent salivary secretion	DAO	DisGeNet
C0043352	Absent salivary secretion	FUS	DisGeNet
C0043352	Absent salivary secretion	LTF	MalaCards
C0043352	Absent salivary secretion	VAPB	DisGeNet
C0043352	Absent salivary secretion	SPTAN1	MalaCards
C0043352	Absent salivary secretion	HRH1	MalaCards
C0043352	Absent salivary secretion	CCR6	DisGeNet
C0043352	Absent salivary secretion	TREM2	DisGeNet
C0043352	Absent salivary secretion	TARDBP	DisGeNet
C0043352	Absent salivary secretion	HNRNPA1	DisGeNet
C0043352	Absent salivary secretion	VCP	DisGeNet
C0043352	Absent salivary secretion	UNC13A	DisGeNet
C0043352	Absent salivary secretion	TBK1	DisGeNet
C0043352	Absent salivary secretion	PON3	DisGeNet
C0043352	Absent salivary secretion	PRPH	DisGeNet
C0043352	Absent salivary secretion	ANG	DisGeNet
C0000731	Abdomen distention	SAR1B	DisGeNet
C0000731	Abdomen distention	WT1	DisGeNet
C0000731	Abdomen distention	LIPA	DisGeNet
C0000731	Abdomen distention	DUOX2	DisGeNet
C0000731	Abdomen distention	POLG	DisGeNet
C0000731	Abdomen distention	POU1F1	DisGeNet
C0000731	Abdomen distention	TSHR	DisGeNet
C0000731	Abdomen distention	PRKCSH	DisGeNet
C0000731	Abdomen distention	TG	DisGeNet
C0000731	Abdomen distention	TPO	DisGeNet
C0000731	Abdomen distention	TSHB	DisGeNet
C0000731	Abdomen distention	NKX2-5	DisGeNet
C0000731	Abdomen distention	MNX1	DisGeNet
C0000731	Abdomen distention	HESX1	DisGeNet
C0000731	Abdomen distention	PROP1	DisGeNet
C0000731	Abdomen distention	TRIP11	DisGeNet
C0000731	Abdomen distention	SLC26A2	DisGeNet
C0000731	Abdomen distention	PAX8	DisGeNet
C0000731	Abdomen distention	THRA	DisGeNet
C0000731	Abdomen distention	WDR60	DisGeNet
C0000731	Abdomen distention	SEC63	DisGeNet
C0000731	Abdomen distention	SLC5A5	DisGeNet
C0000731	Abdomen distention	SLC2A2	DisGeNet
C0000731	Abdomen distention	BRCA1	DisGeNet
C0000731	Abdomen distention	SLC5A1	DisGeNet
C0000731	Abdomen distention	ITGA6	DisGeNet
C0000731	Abdomen distention	TRMU	DisGeNet
C0000731	Abdomen distention	SPINT2	DisGeNet
C0000731	Abdomen distention	ITGB4	DisGeNet
C0000731	Abdomen distention	SLC26A3	DisGeNet
C0000731	Abdomen distention	ACTG2	DisGeNet
C0000731	Abdomen distention	FLNA	DisGeNet
C0000731	Abdomen distention	LRP5	DisGeNet
C0000731	Abdomen distention	EWSR1	DisGeNet
C0000731	Abdomen distention	INSR	DisGeNet
C0000731	Abdomen distention	LHX3	DisGeNet
C0000731	Abdomen distention	THRB	DisGeNet
C0000731	Abdomen distention	COL2A1	DisGeNet
C0000731	Abdomen distention	FSHR	DisGeNet
C0000731	Abdomen distention	NPHS1	DisGeNet
